Unnamed: 0,surprisal_diff,rt_diff
9,1.4887479543685913,906.3333333333333
10,0.5046219825744629,367.33333333333337
15,2.712559700012207,421.375
22,0.44077110290527344,-65.5
29,0.6357250213623047,-30.83333333333337
31,1.8034236431121826,-176.0
34,2.180860757827759,-834.0
37,-0.9070007801055908,-148.0
40,-2.0466318130493164,27.5
41,0.47612500190734863,238.5
44,2.4087917804718018,119.5
51,1.0080771446228027,581.5
53,1.6515177488327026,923.5
54,1.5613491535186768,305.0
56,0.10336565971374512,-491.5
58,-2.220122814178467,83.0
63,0.3189356327056885,305.5
64,-0.8879038095474243,-235.66666666666663
68,-1.535670280456543,183.0
80,1.2273342609405518,-243.0
82,-1.3014214038848877,-52.5
92,1.5855094194412231,290.5
97,0.8172287940979004,-153.0
101,2.574170231819153,-33.83333333333337
102,0.9005286693572998,300.5
110,2.085695505142212,1.5
116,0.10336565971374512,-491.5
120,0.6456093788146973,-1166.0
134,0.891690194606781,-88.5
137,0.16901075839996338,138.5
146,2.423463821411133,-175.0
150,1.5613491535186768,305.0
164,1.9345489740371704,349.5
171,1.9673713445663452,25.0
180,2.2555978298187256,1387.0
187,0.5137796401977539,298.0
193,-3.8435068130493164,-264.0
201,2.113917112350464,-66.5
203,-0.5645763874053955,-101.0
204,-1.0726325511932373,-89.5
208,-3.270235061645508,-337.16666666666663
209,-0.8288848400115967,192.25
210,1.9673713445663452,25.0
214,1.3106454610824585,-274.5
215,-1.314387559890747,-324.0
216,2.4087917804718018,119.5
219,-2.361935257911682,-277.0
224,0.891183614730835,102.0
227,-1.6433727145195007,268.16666666666674
228,1.6252775192260742,-89.0
231,-0.04726362228393555,637.5
237,1.1627017259597778,100.0
245,-2.075118064880371,41.0
252,0.7234498262405396,-44.0
278,0.8731656074523926,275.5
282,1.8880119323730469,310.5
285,0.2761409282684326,187.0
291,0.8172287940979004,-153.0
294,2.574170231819153,-33.83333333333337
296,0.2761409282684326,187.0
298,3.0657490491867065,8.0
299,1.2086225748062134,885.0
307,-0.692014217376709,261.0
310,1.1389706134796143,271.0
319,-0.23201429843902588,-77.5
325,-0.7670812606811523,47.5
326,2.0265995264053345,42.0
332,-1.6707684993743896,546.5
335,1.4792048931121826,-68.5
336,0.6011631488800049,-91.5
341,-0.8284885883331299,-29.5
350,-0.07909560203552246,-105.0
353,1.8016955852508545,41.75
360,2.9787615537643433,298.5
368,1.1389706134796143,271.0
383,-0.44704484939575195,-185.0
386,-0.6542054414749146,236.5
397,0.809567928314209,-123.83333333333337
402,1.5108609199523926,-123.5
413,0.43820619583129883,-247.66666666666663
418,-1.640202522277832,-120.0
420,-0.2488107681274414,-239.0
425,3.731973886489868,-36.0
428,0.22501397132873535,-819.5
430,-1.8764545917510986,-1141.5
439,3.97444486618042,214.0
444,0.6456093788146973,-1166.0
450,3.349319338798523,-745.0
454,-1.3162919282913208,1126.6666666666665
456,-1.6322226524353027,297.0
468,-0.5703108310699463,-652.0
471,-0.8622686862945557,-738.0
477,-0.7528271675109863,-305.0
485,-2.3891334533691406,27.5
504,0.5427055358886719,-32.0
511,-1.314387559890747,-324.0
530,-2.4105969667434692,46.5
533,0.7790567874908447,445.0
535,1.5648605823516846,633.5
536,0.39482808113098145,-404.66666666666674
538,-0.2582765817642212,-90.0
540,2.085695505142212,1.5
555,-4.735076427459717,-51.5
566,-2.4320603609085083,239.5
567,0.5885825157165527,-325.5
568,-1.8599331378936768,-402.0
573,-0.12741613388061523,-297.5
580,2.9787615537643433,298.5
584,-0.8317794799804688,-716.5
