Unnamed: 0,surprisal_diff,rt_diff
9,-0.8137760162353516,906.3333333333333
10,-0.5126304626464844,367.33333333333337
15,-2.1006736755371094,421.375
22,-4.041370391845703,-65.5
29,1.8934879302978516,-30.83333333333337
31,-2.804790496826172,-176.0
34,-1.2097091674804688,-834.0
37,-1.6214218139648438,-148.0
40,0.6430301666259766,27.5
41,-4.327840805053711,238.5
44,-1.6406898498535156,119.5
51,-6.4043426513671875,581.5
53,3.2512454986572266,923.5
54,0.12254524230957031,305.0
56,-3.7285327911376953,-491.5
58,1.2070693969726562,83.0
63,-5.280744552612305,305.5
64,6.343477249145508,-235.66666666666663
68,1.7515640258789062,183.0
80,3.7561569213867188,-243.0
82,1.5871772766113281,-52.5
92,-2.8753185272216797,290.5
97,-4.079551696777344,-153.0
101,-6.832887649536133,-33.83333333333337
102,0.4754314422607422,300.5
110,-6.266963958740234,1.5
116,-3.7285327911376953,-491.5
120,-3.6150474548339844,-1166.0
134,0.7168006896972656,-88.5
137,1.7009201049804688,138.5
146,5.198122024536133,-175.0
150,0.12254524230957031,305.0
164,3.526782989501953,349.5
171,-5.445489883422852,25.0
180,-1.9100475311279297,1387.0
187,5.626239776611328,298.0
193,3.979611396789551,-264.0
201,-0.9801464080810547,-66.5
203,4.2064208984375,-101.0
204,0.24762725830078125,-89.5
208,-0.11174392700195312,-337.16666666666663
209,1.0520362854003906,192.25
210,-5.445489883422852,25.0
214,-3.728647232055664,-274.5
215,2.338857650756836,-324.0
216,-1.6406898498535156,119.5
219,0.2425708770751953,-277.0
224,-6.623096466064453,102.0
227,2.4865455627441406,268.16666666666674
228,-0.3821544647216797,-89.0
231,4.488729476928711,637.5
237,0.5806884765625,100.0
245,4.862977981567383,41.0
252,-1.287160873413086,-44.0
278,-0.6615257263183594,275.5
282,-1.9288711547851562,310.5
285,3.285167694091797,187.0
291,-4.079551696777344,-153.0
294,-6.832887649536133,-33.83333333333337
296,3.285167694091797,187.0
298,-3.535623550415039,8.0
299,-4.116687774658203,885.0
307,1.757547378540039,261.0
310,-1.1552619934082031,271.0
319,1.1740531921386719,-77.5
325,0.7494487762451172,47.5
326,2.0159339904785156,42.0
332,3.810213088989258,546.5
335,-0.8126239776611328,-68.5
336,3.3588180541992188,-91.5
341,3.208984375,-29.5
350,4.1644134521484375,-105.0
353,-2.0903377532958984,41.75
360,-0.3119335174560547,298.5
368,-1.1552619934082031,271.0
383,4.356809616088867,-185.0
386,3.485126495361328,236.5
397,-1.1526241302490234,-123.83333333333337
402,2.123159408569336,-123.5
413,2.1384449005126953,-247.66666666666663
418,-4.170431137084961,-120.0
420,-0.7172164916992188,-239.0
425,-1.1158370971679688,-36.0
428,3.0719223022460938,-819.5
430,-1.8546867370605469,-1141.5
439,-2.4503536224365234,214.0
444,-3.6150474548339844,-1166.0
450,-1.176858901977539,-745.0
454,2.634683609008789,1126.6666666666665
456,-2.873748779296875,297.0
468,-1.4619979858398438,-652.0
471,1.0300712585449219,-738.0
477,6.9914093017578125,-305.0
485,-0.1795215606689453,27.5
504,5.419546127319336,-32.0
511,2.338857650756836,-324.0
530,2.8937549591064453,46.5
533,-2.4643630981445312,445.0
535,-1.532907485961914,633.5
536,2.418701171875,-404.66666666666674
538,-3.9131717681884766,-90.0
540,-6.266963958740234,1.5
555,-4.402015686035156,-51.5
566,1.8048381805419922,239.5
567,1.3415412902832031,-325.5
568,4.591609954833984,-402.0
573,-3.5367794036865234,-297.5
580,-0.3119335174560547,298.5
584,4.37562370300293,-716.5
586,2.761453628540039,-118.5
587,-2.1762561798095703,-94.25
593,3.7561569213867188,-243.0
598,0.6621265411376953,445.16666666666663
607,-1.9896411895751953,125.83333333333337
611,-3.3863296508789062,219.5
619,1.8048381805419922,239.5
620,1.3415412902832031,-325.5
630,-1.3947792053222656,40.0
635,1.0296344757080078,812.5
642,-1.4427223205566406,-179.5
647,-0.6690158843994141,15.644444444444503
651,-3.092802047729492,-126.0
671,-5.160076141357422,470.5
680,-2.013223648071289,544.6666666666667
686,2.531797409057617,1436.0
688,-3.5413455963134766,-125.0
690,4.399234771728516,25.0
698,-1.4619979858398438,-652.0
704,2.439289093017578,82.66666666666663
714,-1.3131885528564453,754.0
721,-1.0545845031738281,-888.5
722,2.5260562896728516,343.25
741,4.50749397277832,355.0
747,5.026906967163086,142.0
751,5.219547271728516,234.0
754,-0.8980007171630859,-144.0
759,-0.5126304626464844,367.33333333333337
770,1.2707595825195312,-216.5
771,3.682607650756836,632.5
775,-2.1661739349365234,32.5
783,1.757547378540039,261.0
796,-0.6690158843994141,15.644444444444503
800,-8.404293060302734,-164.0
802,-3.642230987548828,-276.5
803,3.0062942504882812,-10.0
804,-1.8587265014648438,-91.5
809,1.165628433227539,-64.0
823,0.5587310791015625,41.0
825,0.8328933715820312,82.0
828,1.596689224243164,28.5
833,-2.965334892272949,-248.83333333333337
834,-1.3820266723632812,279.5
840,2.565765380859375,338.0
847,1.2182598114013672,-32.66666666666663
852,4.862977981567383,41.0
853,4.626976013183594,-771.0
854,1.6095752716064453,-253.5
862,0.9286098480224609,-165.5
868,1.6448516845703125,-38.0
870,-1.1141910552978516,-227.0
871,4.479246139526367,-66.5
873,0.8328933715820312,82.0
879,3.552927017211914,35.0
885,-0.40930938720703125,118.0
901,0.7494487762451172,47.5
927,-7.26582145690918,71.0
928,-1.6177482604980469,640.0
938,3.119901657104492,35.0
940,1.2965469360351562,855.5
946,-2.9581737518310547,-607.5
948,-3.7997188568115234,-962.0
951,-0.7436008453369141,-1380.6666666666665
952,2.531797409057617,1436.0
960,2.1576309204101562,-47.0
964,1.6999473571777344,642.0
969,1.5053768157958984,24.5
977,4.3343353271484375,-1053.25
980,2.184877395629883,-114.0
995,-4.168128967285156,-195.83333333333337
1008,-1.0162353515625,-29.5
1009,2.439289093017578,82.66666666666663
1010,-2.041229248046875,-249.0
1014,-3.9131717681884766,-90.0
1016,4.429601669311523,416.5
1030,-1.1318168640136719,349.5
1037,2.634683609008789,1126.6666666666665
1039,4.022493362426758,302.0
1042,3.2512454986572266,923.5
1045,-3.5271949768066406,-50.0
1047,2.0804271697998047,-104.0
1064,2.0880279541015625,1213.0
1065,-1.4727325439453125,87.0
1070,-2.041229248046875,-249.0
1074,-4.549615859985352,-145.0
1075,1.165628433227539,-64.0
1088,-2.329692840576172,-29.5
1096,1.2182598114013672,-32.66666666666663
1098,-5.826196670532227,-74.66666666666663
1102,4.50749397277832,355.0
1104,7.493986129760742,81.0
1108,-2.801485061645508,-8.666666666666742
1116,1.5238475799560547,9.0
1117,-4.041370391845703,-65.5
1125,-7.26582145690918,71.0
1148,3.5619125366210938,-196.5
1160,-6.7960968017578125,252.0
1167,4.37562370300293,-716.5
1177,3.682554244995117,70.33333333333337
1178,-6.4043426513671875,581.5
1180,3.5249080657958984,203.0
1193,0.7230491638183594,-28.5
1196,1.5238475799560547,9.0
1202,-2.975027084350586,-99.66666666666663
1210,-0.8603839874267578,-154.0
1211,-0.8137760162353516,906.3333333333333
1213,-3.373380661010742,838.0
1214,-2.5199031829833984,-85.5
1217,-1.4024896621704102,44.66666666666674
1218,1.9517898559570312,-282.0
1222,-4.243625640869141,734.0
1232,-1.2097091674804688,-834.0
1238,-0.30462646484375,535.3333333333334
1244,-5.374871253967285,216.0
1246,2.608919143676758,512.0
1253,4.97901725769043,63.5
1259,-7.013847351074219,-371.0
1264,-3.9814605712890625,-220.5
1278,-2.0903377532958984,41.75
1280,5.219547271728516,234.0
1282,-0.7436008453369141,-1380.6666666666665
1286,3.437540054321289,40.5
1295,-0.5050697326660156,-12.5
1297,-1.2124671936035156,82.5
1299,-1.9269771575927734,167.5
1302,-1.1318168640136719,349.5
1322,3.506044387817383,-279.5
1340,-0.8008613586425781,-107.0
1352,-1.1158370971679688,-36.0
1358,-1.2124671936035156,82.5
